condition_id,factor,description_variant,id,expected_route,semantic,surface_name,description,logp_match,logp_no_match,score,match_probability_binary,latency_sec,prompt_tokens,completion_tokens,sampled_token
name_semantic,route_name,original,case_001,CONTINUE,CONTINUE,CONTINUE,"Новое сообщение продолжает текущую задачу диалога. Оно отвечает на вопрос ассистента, уточняет текущую задачу, меняет её параметры, повторяет ту же операцию с другими параметрами или задаёт непосредственно связанный с текущей задачей вопрос.",0.0,-19.890625,19.890625,0.9999999977006169,0.01910689700025614,291,1,1
name_semantic,route_name,original,case_001,CONTINUE,NEW,NEW,"Новое сообщение вводит новую самостоятельную задачу. Это другая операция или другой независимый запрос. Если предыдущая задача завершена и пользователь начинает следующую, это новая задача. Если сообщение одновременно продолжает текущую задачу и содержит новый независимый запрос, выбирается этот маршрут.",-1.9073468138230965e-06,-13.187501907348633,13.187500000001819,0.9999981261246162,0.01797508099980405,303,1,1
name_semantic,route_name,original,case_002,CONTINUE,CONTINUE,CONTINUE,"Новое сообщение продолжает текущую задачу диалога. Оно отвечает на вопрос ассистента, уточняет текущую задачу, меняет её параметры, повторяет ту же операцию с другими параметрами или задаёт непосредственно связанный с текущей задачей вопрос.",0.0,-18.515625,18.515625,0.9999999909057639,0.01327614399997401,289,1,1
name_semantic,route_name,original,case_002,CONTINUE,NEW,NEW,"Новое сообщение вводит новую самостоятельную задачу. Это другая операция или другой независимый запрос. Если предыдущая задача завершена и пользователь начинает следующую, это новая задача. Если сообщение одновременно продолжает текущую задачу и содержит новый независимый запрос, выбирается этот маршрут.",-3.576278118089249e-07,-14.71875,14.718749642372188,0.9999995947452874,0.017210709000210045,301,1,1
name_semantic,route_name,original,case_003,NEW,CONTINUE,CONTINUE,"Новое сообщение продолжает текущую задачу диалога. Оно отвечает на вопрос ассистента, уточняет текущую задачу, меняет её параметры, повторяет ту же операцию с другими параметрами или задаёт непосредственно связанный с текущей задачей вопрос.",-0.00028689560713246465,-8.156537055969238,8.156250160362106,0.9997131459636,0.013385449999987031,290,1,1
name_semantic,route_name,original,case_003,NEW,NEW,NEW,"Новое сообщение вводит новую самостоятельную задачу. Это другая операция или другой независимый запрос. Если предыдущая задача завершена и пользователь начинает следующую, это новая задача. Если сообщение одновременно продолжает текущую задачу и содержит новый независимый запрос, выбирается этот маршрут.",-0.7575990557670593,-0.6325990557670593,-0.125,0.46879062662624377,0.017263077999814413,302,1,0
name_semantic,route_name,original,case_004,CONTINUE,CONTINUE,CONTINUE,"Новое сообщение продолжает текущую задачу диалога. Оно отвечает на вопрос ассистента, уточняет текущую задачу, меняет её параметры, повторяет ту же операцию с другими параметрами или задаёт непосредственно связанный с текущей задачей вопрос.",0.0,-19.078125,19.078125,0.9999999948182603,0.016959715000211872,284,1,1
name_semantic,route_name,original,case_004,CONTINUE,NEW,NEW,"Новое сообщение вводит новую самостоятельную задачу. Это другая операция или другой независимый запрос. Если предыдущая задача завершена и пользователь начинает следующую, это новая задача. Если сообщение одновременно продолжает текущую задачу и содержит новый независимый запрос, выбирается этот маршрут.",-9.536738616588991e-07,-13.859375953674316,13.859375000000455,0.9999990429172271,0.0169401379998817,296,1,1
name_semantic,route_name,original,case_005,NEW,CONTINUE,CONTINUE,"Новое сообщение продолжает текущую задачу диалога. Оно отвечает на вопрос ассистента, уточняет текущую задачу, меняет её параметры, повторяет ту же операцию с другими параметрами или задаёт непосредственно связанный с текущей задачей вопрос.",-0.011756068095564842,-4.44925594329834,4.437499875202775,0.9883127405628144,0.0168651270000737,282,1,1
name_semantic,route_name,original,case_005,NEW,NEW,NEW,"Новое сообщение вводит новую самостоятельную задачу. Это другая операция или другой независимый запрос. Если предыдущая задача завершена и пользователь начинает следующую, это новая задача. Если сообщение одновременно продолжает текущую задачу и содержит новый независимый запрос, выбирается этот маршрут.",-2.044826030731201,-0.1385759711265564,-1.9062500596046448,0.12940272487671914,0.01699961099984648,294,1,0
name_semantic,route_name,original,case_006,CONTINUE,CONTINUE,CONTINUE,"Новое сообщение продолжает текущую задачу диалога. Оно отвечает на вопрос ассистента, уточняет текущую задачу, меняет её параметры, повторяет ту же операцию с другими параметрами или задаёт непосредственно связанный с текущей задачей вопрос.",0.0,-17.5,17.5,0.999999974890009,0.016842483999880642,295,1,1
name_semantic,route_name,original,case_006,CONTINUE,NEW,NEW,"Новое сообщение вводит новую самостоятельную задачу. Это другая операция или другой независимый запрос. Если предыдущая задача завершена и пользователь начинает следующую, это новая задача. Если сообщение одновременно продолжает текущую задачу и содержит новый независимый запрос, выбирается этот маршрут.",-6.794906312279636e-06,-11.906256675720215,11.906249880813903,0.9999932519476056,0.017147840000234282,307,1,1
name_semantic,route_name,original,case_007,NEW,CONTINUE,CONTINUE,"Новое сообщение продолжает текущую задачу диалога. Оно отвечает на вопрос ассистента, уточняет текущую задачу, меняет её параметры, повторяет ту же операцию с другими параметрами или задаёт непосредственно связанный с текущей задачей вопрос.",-6.033649444580078,-0.002399662509560585,-6.0312497820705175,0.0023967313911954784,0.017505153999991308,291,1,0
name_semantic,route_name,original,case_007,NEW,NEW,NEW,"Новое сообщение вводит новую самостоятельную задачу. Это другая операция или другой независимый запрос. Если предыдущая задача завершена и пользователь начинает следующую, это новая задача. Если сообщение одновременно продолжает текущую задачу и содержит новый независимый запрос, выбирается этот маршрут.",-13.750000953674316,-1.0728830375228426e-06,-13.749999880791279,1.0677029973235123e-06,0.017477532999691903,303,1,0
